"# export_metadata: {""exported_at"": ""2026-08-25T18:52:50Z"", ""skill"": ""iran-chem-database@2.19.0 (clawhub: @orionshaowswmw/iran-chem-database)"", ""rows"": 1041, ""previous_primary_rows"": 957, ""added_unique_cids_vs_v218_workspace_export"": 84, ""confirmed_organic"": 1041, ""unique_cids"": 1041, ""unique_inchikeys"": 1035, ""rows_with_cas"": 569, ""rows_with_canonical_smiles"": 1035, ""rows_with_evidence_url"": 977, ""composition"": {""verified_telegram_listing"": 358, ""verified_catalogue"": 480, ""verified_catalogue | verified_telegram_listing"": 2, ""verified_web_catalogue"": 200, ""(none)"": 1}, ""pipeline"": ""Merged previous skill seed (market-verified + expanded + parallel-AI + legacy) with 2026-08-25 live Iranian catalogue harvest (Telegram + WooCommerce + TamadKala sitemaps). CID-deduped. PubChem-confirmed. Organic gate. router.py --batch title normalization only — never invents."", ""scope"": ""BEST-EFFORT dated index of CONFIRMED-ORGANIC molecules appearing in configured public Iranian supplier catalogues. NOT a national census. Listing presence is not proof of current stock."", ""cid_dedupe"": ""enforced — zero same-CID rows"", ""provenance_hash"": ""sha256(evidence_text|evidence_url|CID) per row"", ""supersedes"": ""iran_organic_molecules_parallel_ai_2026-08-24.csv as CURRENT/PRIMARY; older seed files retained for audit""}"
molecule_name,common_name,name_variants,cas_number,pubchem_cid,inchi_key,molecular_formula,molecular_weight,canonical_smiles,organic_status,category,grade,supplier_name,supplier_platform,availability_status,evidence_url,evidence_text,identity_method,source_type,record_date,provenance_hash
2-hydroxyethyl 2-methylprop-2-enoate,2-Hydroxyethyl Methacrylate,2-hydroxyethyl 2-methylprop-2-enoate; 2-Hydroxyethyl Methacrylate; HEMA,868-77-9,13360,WOBHKFSMXKNTIM-UHFFFAOYSA-N,C6H10O3,130.14,CC(=C)C(=O)OCCO,confirmed_organic,organic_reagent,industrial,Telegram: Maran_Tejarat_Eshen,Iranian supplier Telegram catalogue,listed_not_current_stock_verified,https://t.me/Maran_Tejarat_Eshen/578,2-hydroxyethyl 2-methylprop-2-enoate,existing skill export,verified_catalogue,2026-08-23,34a01b169a85c736ff9db2af0a61a26c0f3df594aec2d9c019f246fb9e5e8b1e
1-methylpyrrolidin-2-one,1-Methyl-2-pyrrolidone,1-methylpyrrolidin-2-one; 1-Methyl-2-pyrrolidone,872-50-4,13387,SECXISVLQFMRJM-UHFFFAOYSA-N,C5H9NO,99.13,CN1CCCC1=O,confirmed_organic,organic_reagent,,TamadKala,Iranian online wholesale/lab shop,product_page_listed_not_current_stock_verified,https://tamadkala.com/product/29933/%DB%B1%D9%85%D8%AA%DB%8C%D9%84%DB%B2%D9%BE%DB%8C%D8%B1%D9%88%D9%84%DB%8C%D8%AF%D9%88%D9%86,۱متیل۲پیرولیدون,router_title_normalization,verified_catalogue,2026-08-23,0ae1765e27ae131b5e86af7c6743010b59bbac5838b72b5669c6bb33a71760b8
pyridine-4-carbaldehyde,4-Pyridinecarboxaldehyde,,872-85-5,13389,BGUWFUQJCDRPTL-UHFFFAOYSA-N,C6H5NO,107.11,C1=CN=CC=C1C=O,confirmed_organic,organic_reagent,,telegram:ChemIranSanat,Iranian supplier Telegram catalogue,listing_evidence_crawled_2026-08-24,https://t.me/ChemIranSanat/1866,,ai_normalised_listing+pubchem_confirmed,verified_telegram_listing,2019-11-26,7d3b821c5058a396fe62d6fa03295ce3bb30f81fae17c8b04a7ed281b5d9e296
(phenyldisulfanyl)benzene,Diphenyl disulfide,(phenyldisulfanyl)benzene; Diphenyl disulfide,,13436,GUUVPOWQJOLRAS-UHFFFAOYSA-N,C12H10S2,218.3,C1=CC=C(C=C1)SSC2=CC=CC=C2,confirmed_organic,organic_reagent,research,Telegram: minatajhiz,Iranian supplier Telegram catalogue,listed_not_current_stock_verified,https://t.me/minatajhiz/1032,(phenyldisulfanyl)benzene,existing skill export,verified_catalogue,2026-08-23,8187f60481747ac88cfebc75e058a06979f2371a35b7616bad683871e096f9c4
Amaranth,Amaranth,"Amaranth; trisodium;3-hydroxy-4-[(4-sulfonatonaphthalen-1-yl)diazenyl]naphthalene-2,7-disulfonate",915-67-3,13506,WLDHEUZGFKACJH-UHFFFAOYSA-K,C20H11N2Na3O10S3,604.5,C1=CC=C2C(=C1)C(=CC=C2S(=O)(=O)[O-])N=NC3=C4C=CC(=CC4=CC(=C3O)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],confirmed_organic,colorant_or_indicator,,Mojallali Group,web_catalogue,listing_evidence_crawled_2026-08-23,https://drm-chem.com/en/product/amaranth-en/,Amaranth,pubchem_direct,verified_web_catalogue,2026-08-23,77952917c494ebce8bfc7c85867d95f0a9fc58787dbac1ebf25295f6c1bec86b
3-triethoxysilylpropan-1-amine,(3-Aminopropyl)triethoxysilane,3-triethoxysilylpropan-1-amine; (3-Aminopropyl)triethoxysilane,,13521,WYTZZXDRDKSJID-UHFFFAOYSA-N,C9H23NO3Si,221.37,CCO[Si](CCCN)(OCC)OCC,confirmed_organic,organic_reagent,research,Telegram: minatajhiz,Iranian supplier Telegram catalogue,listed_not_current_stock_verified,https://t.me/minatajhiz/686,3-triethoxysilylpropan-1-amine,existing skill export,verified_catalogue,2026-08-23,784d131a58e81b35d5e631637377e51f5a454769fbf566cbb3e232b41410db32
2-Hydroxypropyl methacrylate,2-hydroxypropyl methacrylate,,,13539,VHSHLMUCYSAUQU-UHFFFAOYSA-N,C7H12O3,144.17,CC(COC(=O)C(=C)C)O,confirmed_organic,organic_reagent,,Maran_Tejarat_Eshen,telegram,listing_evidence_crawled_2026-08-23,https://t.me/Maran_Tejarat_Eshen/538,✅ مونومر هیدروکسی پروپیل متااکریلات (HPMA) ✅ برند (JIN DUN) چین ✅ موجود در انبار شورآباد 👤 برای استعلام قیمت و کسب اطلاعات بیشتر با ما در تماس باشید 🏢 بازرگانی ماران تجارت اشن ☎️ 021-26378323 📱 09102296278 📱 09108066146 📱 09912064037 Instagram: @marantejarat Telegram: https://t.m,ai_resolved+pubchem,verified_telegram_listing,2026-08-23,bd1f114e91e2f5d1a94966f3e3b18dd9ec25aea58910eb6321ca50c0b42406c9
"4-(3,5-dichloro-4-hydroxyphenyl)iminocyclohexa-2,5-dien-1-one",Dichlorophenol Indophenol,,,13726,FBWADIKARMIWNM-UHFFFAOYSA-N,C12H7Cl2NO2,268.09,C1=CC(=O)C=CC1=NC2=CC(=C(C(=C2)Cl)O)Cl,confirmed_organic,colorant_or_indicator,,telegram:chemgroup,Iranian supplier Telegram catalogue,listing_evidence_crawled_2026-08-24,https://t.me/chemgroup/2107,,ai_normalised_listing+pubchem_confirmed,verified_telegram_listing,2016-09-17,3244bbc8200b8fce4c3a44d2740db0bcb6170eed685f89671484634b3c72f68d
(7-aminophenothiazin-3-ylidene)-dimethylazanium chloride,(7-aminophenothiazin-3-ylidene)-dimethylazanium chloride,(7-aminophenothiazin-3-ylidene)-dimethylazanium chloride,51811-82-6,13735,NALREUIWICQLPS-UHFFFAOYSA-N,C14H14ClN3S,291.8,C[N+](=C1C=CC2=NC3=C(C=C(C=C3)N)SC2=C1)C.[Cl-],confirmed_organic,,,Mojallali Group,Iranian WooCommerce catalogue,product_page_listed_not_current_stock_verified,https://drm-chem.com/en/product/giemsa-stain-en/,Giemsa Stain,cas_pubchem,verified_web_catalogue,2026-08-25,05f035e6e074fa41f5860087db420a7a123e24b2c81635cc408f1f8279fc3fde
1H-pyrrole-2-carbaldehyde,Pyrrole-2-carboxaldehyde,1H-pyrrole-2-carbaldehyde; Pyrrole-2-carboxaldehyde,,13854,ZSKGQVFRTSEPJT-UHFFFAOYSA-N,C5H5NO,95.10,C1=CNC(=C1)C=O,confirmed_organic,organic_reagent,research,Telegram: minatajhiz,Iranian supplier Telegram catalogue,listed_not_current_stock_verified,https://t.me/minatajhiz/1049,1H-pyrrole-2-carbaldehyde,existing skill export,verified_catalogue,2026-08-23,8bdcfb133c540e80b35b9c0c11d00f1afb8ab88a4986ab7647639fc598dc8668
C.I. Basic Brown 1,Bismarck Brown Y,,,13981,BDFZFGDTHFGWRQ-UHFFFAOYSA-N,C18H18N8,346.4,C1=CC(=CC(=C1)N=NC2=C(C=C(C=C2)N)N)N=NC3=C(C=C(C=C3)N)N,confirmed_organic,colorant_or_indicator,,Mojallali Group,web_catalogue,listing_evidence_crawled_2026-08-23,https://drm-chem.com/en/product/bismarck-brown-y-en/,Bismarck Brown Y,pubchem_direct,verified_web_catalogue,2026-08-23,525117d67fba5dc89cc17841be24fd9698478d12856a2cc34e4bfbb025af5b2a
(2S)-2-[2-[[(2S)-1-hydroxybutan-2-yl]amino]ethylamino]butan-1-ol,emb,(2S)-2-[2-[[(2S)-1-hydroxybutan-2-yl]amino]ethylamino]butan-1-ol; emb,,14052,AEUTYOVWOVBAKS-UWVGGRQHSA-N,C10H24N2O2,204.31,CCC(CO)NCCNC(CC)CO,confirmed_organic,,,TamadKala,Iranian online wholesale/lab shop,product_page_listed_not_current_stock_verified,https://tamadkala.com/product/15020/محیط-کشت-آگار-emb,محیط کشت آگار emb,structured_pubchem,verified_web_catalogue,2026-08-25,d06e21521298688c2cc25cc0c1231dcbaa1a95fd0993ca23b6e17e07944fae96
Methadone Hydrochloride,Methadone HCL,"Methadone Hydrochloride; Methadone HCL; 6-(dimethylamino)-4,4-diphenylheptan-3-one;hydrochloride",,14184,FJQXCDYVZAHXNS-UHFFFAOYSA-N,C21H28ClNO,345.9,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2.Cl,confirmed_organic,pharmaceutical_or_api,,Temad,web_catalogue,listing_evidence_crawled_2026-08-23,https://www.temad.com/product/metformin-hcl/,Methadone HCL,pubchem_direct,verified_web_catalogue,2026-08-23,614681051acc7652d4782e3688abe4c022a6b4c2faab19b59519526ebd724e0f
Metformin Hydrochloride,Metformin HCL,"Metformin Hydrochloride; Metformin HCL; 3-(diaminomethylidene)-1,1-dimethylguanidine;hydrochloride",,14219,OETHQSJEHLVLGH-UHFFFAOYSA-N,C4H12ClN5,165.62,CN(C)C(=N)N=C(N)N.Cl,confirmed_organic,pharmaceutical_or_api,,Temad,web_catalogue,listing_evidence_crawled_2026-08-23,https://www.temad.com/product/carbamazepine-2/,Metformin HCL,pubchem_direct,verified_web_catalogue,2026-08-23,723fae4e4ce795e4e821230dc02983512526fd691dd5a48ef6a30b2c39ed2483
pyridine-2-carbaldehyde,2-Pyridinecarboxaldehyde,,1121-60-4,14273,CSDSSGBPEUDDEE-UHFFFAOYSA-N,C6H5NO,107.11,C1=CC=NC(=C1)C=O,confirmed_organic,organic_reagent,,telegram:ChemIranSanat,Iranian supplier Telegram catalogue,listing_evidence_crawled_2026-08-24,https://t.me/ChemIranSanat/1870,,ai_normalised_listing+pubchem_confirmed,verified_telegram_listing,2019-11-30,8089b2e88d100a597c57ee026daf5abb1c6ba625bcfb1b9222c6caf5b6ce7378
1-pyridin-4-ylethanone,4-Acetylpyridine,,1122-54-9,14282,WMQUKDQWMMOHSA-UHFFFAOYSA-N,C7H7NO,121.14,CC(=O)C1=CC=NC=C1,confirmed_organic,organic_reagent,,telegram:ChemIranSanat,Iranian supplier Telegram catalogue,listing_evidence_crawled_2026-08-24,https://t.me/ChemIranSanat/1583,,ai_normalised_listing+pubchem_confirmed,verified_telegram_listing,2018-10-31,81ab3540b443110a1cee8c5cee5d6fdea239acb84a8d0b22307efe5f74dd9f9e
"naphthalene-2,6-dicarboxylic acid","2,6-Naphthalenedicarboxylic acid","naphthalene-2,6-dicarboxylic acid; 2,6-Naphthalenedicarboxylic acid",1141-38-4,14357,RXOHFPCZGPKIRD-UHFFFAOYSA-N,C12H8O4,216.19,C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,confirmed_organic,organic_reagent,research,Telegram: ChemIranSanat,Iranian supplier Telegram catalogue,listed_not_current_stock_verified,https://t.me/ChemIranSanat/1632,"naphthalene-2,6-dicarboxylic acid",existing skill export,verified_catalogue,2026-08-23,ed5eae7b642c8747ea8cd154f1a8579fcb2960d7394cf7023580ca019c29dd5c
trimethoxy(methyl)silane,Methyltrimethoxysilane,trimethoxy(methyl)silane; Methyltrimethoxysilane,1185-55-3,14456,BFXIKLCIZHOAAZ-UHFFFAOYSA-N,C4H12O3Si,136.22,CO[Si](C)(OC)OC,confirmed_organic,organic_reagent,research,Telegram: minatajhiz,Iranian supplier Telegram catalogue,listed_not_current_stock_verified,https://t.me/minatajhiz/12,trimethoxy(methyl)silane,existing skill export,verified_catalogue,2026-08-23,3631433fda9d8bc8245cae790abde73eaa3680a0a878d1528edbb60bf686f253
2-(4-aminophenyl)acetic acid,4-Aminophenylacetic acid,,,14533,CSEWAUGPAQPMDC-UHFFFAOYSA-N,C8H9NO2,151.16,C1=CC(=CC=C1CC(=O)O)N,confirmed_organic,organic_reagent,,telegram:minatajhiz,Iranian supplier Telegram catalogue,listing_evidence_crawled_2026-08-24,https://t.me/minatajhiz/1034,,ai_normalised_listing+pubchem_confirmed,verified_telegram_listing,2023-05-31,64379beefe5dff0c4502d891dd8fcd8ccf4e8c40987ae4cb1b21bce55346e8cf
"3,5,6,8-tetrahydroxy-1-methyl-9,10-dioxo-7-[(2R,3R,4R,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]anthracene-2-carboxylic acid",Carmine,,,14749,DGQLVPJVXFOQEV-NGOCYOHBSA-N,C22H20O13,492.4,CC1=C2C(=CC(=C1C(=O)O)O)C(=O)C3=C(C2=O)C(=C(C(=C3O)O)[C@@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O,confirmed_organic,colorant_or_indicator,,telegram:chemgroup,Iranian supplier Telegram catalogue,listing_evidence_crawled_2026-08-24,https://t.me/chemgroup/4415,,ai_normalised_listing+pubchem_confirmed,verified_telegram_listing,2018-01-18,81759ecbaeb613fbf6ad13445ae803e8862eab6c214cf5991b20af2d11fdcb62
"2,7,8-trimethyl-2-(4,8,12-trimethyltridecyl)-3,4-dihydrochromen-6-ol",tocopherol,"2,7,8-trimethyl-2-(4,8,12-trimethyltridecyl)-3,4-dihydrochromen-6-ol; tocopherol",,14986,QUEDXNHFTDJVIY-UHFFFAOYSA-N,C28H48O2,416.7,CC1=C(C=C2CCC(OC2=C1C)(C)CCCC(C)CCCC(C)CCCC(C)C)O,confirmed_organic,pharmaceutical_or_api,,Rooz Darou; TamadKala,Iranian online research/chemical shop | Iranian pharmaceutical product catalogue,product_page_listed_not_current_stock_verified,https://tamadkala.com/product/87735/%D9%88%DB%8C%D8%AA%D8%A7%D9%85%DB%8C%D9%86-e-%D8%AE%D9%88%D8%B1%D8%A7%DA%A9%DB%8C,ویتامین E خوراکی | کپسول سافت ژل ویتامین ای 400IU رزاویت,explicit_category_supplement,verified_catalogue,2026-08-23,77c45275a8086fbc25c463f9f69b83205f0f0ec11f566301df1e34b78416f269
pyridine-4-carboxamide,Isonicotinamide,pyridine-4-carboxamide; Isonicotinamide,1453-82-3,15074,VFQXVTODMYMSMJ-UHFFFAOYSA-N,C6H6N2O,122.12,C1=CN=CC=C1C(=O)N,confirmed_organic,organic_reagent,research,Telegram: ChemIranSanat,Iranian supplier Telegram catalogue,listed_not_current_stock_verified,https://t.me/ChemIranSanat/1695,pyridine-4-carboxamide,existing skill export,verified_catalogue,2026-08-23,bc04593c289d1413e7c35216395a333e81f7c04aa1ea1d62509e2e3e2a9103f7
calcium bis(octadecanoate),Calcium Stearate,calcium bis(octadecanoate); Calcium Stearate; calcium stearate,1592-23-0,15324,CJZGTCYPCWQAJB-UHFFFAOYSA-L,C36H70CaO4,607.0,CCCCCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCCCC(=O)[O-].[Ca+2],confirmed_organic,organic_reagent,industrial,Telegram: Ch_Chemical_leaders; Telegram: fanchem; IR Chem / Pishgaman,Iranian supplier Telegram catalogue,listed_not_current_stock_verified,https://t.me/Ch_Chemical_leaders/470,calcium bis(octadecanoate),existing skill export,verified_catalogue,2026-08-23,a795eca4c9f4fa3335724345d81684dbeb772c598414f0d74bd652e8061b666b
"oxathiane 2,2-dioxide","1,4-Butane sultone","oxathiane 2,2-dioxide; 1,4-Butane sultone",1633-83-6,15411,MHYFEEDKONKGEB-UHFFFAOYSA-N,C4H8O3S,136.17,C1CCS(=O)(=O)OC1,confirmed_organic,organic_reagent,research,Telegram: ChemIranSanat,Iranian supplier Telegram catalogue,listed_not_current_stock_verified,https://t.me/ChemIranSanat/1728,"oxathiane 2,2-dioxide",existing skill export,verified_catalogue,2026-08-23,f593ec0a95c4a7bb7fa7e83b7f14ad3e09963736ec05f6a7c18c9b900f322917
2-methoxy-2-methylpropane,tert-Butyl methyl ether,,1634-04-4,15413,BZLVMXJERCGZMT-UHFFFAOYSA-N,C5H12O,88.15,CC(C)(C)OC,confirmed_organic,organic_reagent,,telegram:IranChemicals,Iranian supplier Telegram catalogue,listing_evidence_crawled_2026-08-24,https://t.me/Iranchemicals/30673,,ai_normalised_listing+pubchem_confirmed,verified_telegram_listing,2025-12-14,3060d1f205b1ecebe3128ab0e0ffbb2638b126e8d20206fec82849fcad614400
"(1R,3S,5R,8R,10R,11S,12S,13R,14S)-8,12,14-trihydroxy-5-methyl-11,13-bis(methylamino)-2,4,9-trioxatricyclo[8.4.0.03,8]tetradecan-7-one",scm,"(1R,3S,5R,8R,10R,11S,12S,13R,14S)-8,12,14-trihydroxy-5-methyl-11,13-bis(methylamino)-2,4,9-trioxatricyclo[8.4.0.03,8]tetradecan-7-one; scm",,15541,UNFWWIHTNXNPBV-WXKVUWSESA-N,C14H24N2O7,332.35,CC1CC(=O)C2(C(O1)OC3C(C(C(C(C3O2)NC)O)NC)O)O,confirmed_organic,,,TamadKala,Iranian online wholesale/lab shop,product_page_listed_not_current_stock_verified,https://tamadkala.com/product/194310/دستگاه-پوشش-دهی-دورانی-ژیکان-مدل-scm-10,دستگاه پوشش دهی دورانی ژیکان مدل scm 10,structured_pubchem,verified_web_catalogue,2026-08-25,973c14164921a1959bbafc66c900ce162928d9f5cbc6bdf757f3801f24c6d6cb
"butane-1,2,3,4-tetracarboxylic acid","1,2,3,4-Butanetetracarboxylic acid","butane-1,2,3,4-tetracarboxylic acid; 1,2,3,4-Butanetetracarboxylic acid; Butanetetracarboxylic acid",,15560,GGAUUQHSCNMCAU-UHFFFAOYSA-N,C8H10O8,234.16,C(C(C(CC(=O)O)C(=O)O)C(=O)O)C(=O)O,confirmed_organic,organic_reagent,research,Telegram: minatajhiz,Iranian supplier Telegram catalogue,listed_not_current_stock_verified,https://t.me/minatajhiz/1009,"butane-1,2,3,4-tetracarboxylic acid",existing skill export,verified_catalogue,2026-08-23,3bed0e86453dfedca4296f3dcf78490e837febf6e4263b683872382f518aaea1
2-hydroxy-5-[(4-nitrophenyl)diazenyl]benzoic acid,Alizarin Yellow R,2-hydroxy-5-[(4-nitrophenyl)diazenyl]benzoic acid; Alizarin Yellow R,2243-76-7,15588,YVJPMMYYRNHJAU-UHFFFAOYSA-N,C13H9N3O5,287.23,C1=CC(=CC=C1N=NC2=CC(=C(C=C2)O)C(=O)O)[N+](=O)[O-],confirmed_organic,organic_reagent,,TamadKala,Iranian online wholesale/lab shop,product_page_listed_not_current_stock_verified,https://tamadkala.com/product/32862/%D8%A2%D9%84%DB%8C%D8%B2%D8%A7%D8%B1%DB%8C%D9%86-%D8%B2%D8%B1%D8%AF-%D8%A2%D8%B1,آلیزارین زرد آر,router_title_normalization,verified_catalogue,2026-08-23,fb94460bc2de81e25fb7c51fc520ae60b96fc9c5269e1a0eea770acab7417859
azanium thiocyanate,azanium thiocyanate,azanium thiocyanate,1762-95-4,15666,SOIFLUNRINLCBN-UHFFFAOYSA-N,CH4N2S,76.12,C(#N)[S-].[NH4+],confirmed_organic,,,Mojallali Group,Iranian WooCommerce catalogue,product_page_listed_not_current_stock_verified,https://drm-chem.com/en/product/ammonium-thiocyanate-en/,Ammonium thiocyanate,cas_pubchem,verified_web_catalogue,2026-08-25,641688a379f16b728d9cb950c73ba0855a7291938c2be403f252e8a15cc9d7f1
phenyl carbonochloridate,Phenyl chloroformate,,,15891,AHWALFGBDFAJAI-UHFFFAOYSA-N,C7H5ClO2,156.56,C1=CC=C(C=C1)OC(=O)Cl,confirmed_organic,organic_reagent,,telegram:minatajhiz,Iranian supplier Telegram catalogue,listing_evidence_crawled_2026-08-24,https://t.me/minatajhiz/1001,,ai_normalised_listing+pubchem_confirmed,verified_telegram_listing,2023-03-15,bd0c5b1593d90371c256190e1507777c6be13694e1c0d7b1a710b0399f24ae5c
"disodium;7-hydroxy-8-phenyldiazenylnaphthalene-1,3-disulfonate",Orange G,"disodium;7-hydroxy-8-phenyldiazenylnaphthalene-1,3-disulfonate; Orange G",1936-15-8,16015,HSXUHWZMNJHFRV-UHFFFAOYSA-L,C16H10N2Na2O7S2,452.4,C1=CC=C(C=C1)N=NC2=C(C=CC3=CC(=CC(=C32)S(=O)(=O)[O-])S(=O)(=O)[O-])O.[Na+].[Na+],confirmed_organic,colorant_or_indicator,,TamadKala; Mojallali Group; ShimiMan,Iranian online wholesale/lab shop,product_page_listed_not_current_stock_verified,https://tamadkala.com/product/23458/%D8%A7%D9%88%D8%B1%D9%86%D8%AC-%D8%AC%DB%8C-%D8%AF%DA%A9%D8%AA%D8%B1-%D9%85%D8%AC%D9%84%D9%84%DB%8C-indicator-reagent,اورنج جی دکتر مجللی indicator reagent,router_title_normalization,verified_catalogue,2026-08-23,4ae8dcc7aea7349e4d2436797ff4c513d01f3e93feedaeb46adcd4d0d91926a2
Tert-Butylhydroquinone,Tert-butylhydroquinone,"Tert-Butylhydroquinone; Tert-butylhydroquinone; 2-tert-butylbenzene-1,4-diol; TBHQ",,16043,BGNXCDMCOKJUMV-UHFFFAOYSA-N,C10H14O2,166.22,CC(C)(C)C1=C(C=CC(=C1)O)O,confirmed_organic,organic_reagent,,jahaneshimicom; IR Chem / Pishgaman; telegram:jahaneshimicom,telegram,listing_evidence_crawled_2026-08-23,https://t.me/jahaneshimicom/143,سلام ترت بوتیل هیدروکینون موجود دارید؟ نباتی شرکت ایستا تحکیم 09351397699,ai_resolved+pubchem,verified_telegram_listing,2026-08-23,8921e964c2c3e261f1da021418ca8d668bf8f075af00d25f6901b4a6d51a9c91
"(6aR,10aR)-6,6,9-trimethyl-3-pentyl-6a,7,8,10a-tetrahydrobenzo[c]chromen-1-ol",Tetrahydrocannabinol,,1972-08-3,16078,CYQFCXCEBYINGO-IAGOWNOFSA-N,C21H30O2,314.5,CCCCCC1=CC(=C2[C@@H]3C=C(CC[C@H]3C(OC2=C1)(C)C)C)O,confirmed_organic,pharmaceutical_or_api,,telegram:ChemIranSanat,Iranian supplier Telegram catalogue,listing_evidence_crawled_2026-08-24,https://t.me/ChemIranSanat/1205,,ai_normalised_listing+pubchem_confirmed,verified_telegram_listing,2018-01-24,e2dd7f6f67e0e5c8247eef4cf12f182a9d21f7b3a33db2b156b03a3104a3c5c3
"octadecyl 3-(3,5-ditert-butyl-4-hydroxyphenyl)propanoate",Octadecyl DI-tert-butyl-4-hydroxyhydrocinnamate,,,16386,SSDSCDGVMJFTEQ-UHFFFAOYSA-N,C35H62O3,530.9,CCCCCCCCCCCCCCCCCCOC(=O)CCC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C,confirmed_organic,cosmetic_raw_material,,telegram:Ch_Chemical_leaders,Iranian supplier Telegram catalogue,listing_evidence_crawled_2026-08-24,https://t.me/Ch_Chemical_leaders/248,,ai_normalised_listing+pubchem_confirmed,verified_telegram_listing,2025-07-19,1a0568dbb46ab251f5e119599ff1cb4bb41bd552519317fda0b25e0ab197a172
"hexane-1,6-diamine",Hexamethylenediamine,,124-09-4,16402,NAQMVNRVTILPCV-UHFFFAOYSA-N,C6H16N2,116.20,C(CCCN)CCN,confirmed_organic,organic_reagent,,telegram:IranChemicals,Iranian supplier Telegram catalogue,listing_evidence_crawled_2026-08-24,https://t.me/Iranchemicals/23752,,ai_normalised_listing+pubchem_confirmed,verified_telegram_listing,2022-03-01,757d30679dc21a86d9acdc90f83705fa07af2ab8f8b3f94855ccded075d4cc54
Betamethasone Valerate,betamethasone valerate,"Betamethasone Valerate; betamethasone valerate; [(8S,9R,10S,11S,13S,14S,16S,17R)-9-fluoro-11-hydroxy-17-(2-hydroxyacetyl)-10,13,16-trimethyl-3-oxo-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-17-yl] pentanoate",,16533,SNHRLVCMMWUAJD-SUYDQAKGSA-N,C27H37FO6,476.6,CCCCC(=O)O[C@@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)C)C(=O)CO,confirmed_organic,pharmaceutical_or_api,,Temad,web_catalogue,listing_evidence_crawled_2026-08-23,https://www.temad.com/product/hydrocodone-bitartrate-2/,Betamethasone Valerate,ai_resolved+pubchem,verified_web_catalogue,2026-08-23,a8772f936c6fedecae401153af3710c3eaff03a50241376d21e2d14aa9c0b1aa
N-propan-2-ylprop-2-enamide,N-Isopropylacrylamide,N-propan-2-ylprop-2-enamide; N-Isopropylacrylamide,,16637,QNILTEGFHQSKFF-UHFFFAOYSA-N,C6H11NO,113.16,CC(C)NC(=O)C=C,confirmed_organic,organic_reagent,research,Telegram: ChemIranSanat,Iranian supplier Telegram catalogue,listed_not_current_stock_verified,https://t.me/ChemIranSanat/752,N-propan-2-ylprop-2-enamide,existing skill export,verified_catalogue,2026-08-23,008fbb84f2b99ac0f36e4786c68ceae8cdd8a2c6ea324a382a18a324d4c2eb7e
"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol","(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol","(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",2216-51-5,16666,NOOLISFMXDJSKH-KXUCPTDWSA-N,C10H20O,156.26,CC1CCC(C(C1)O)C(C)C,confirmed_organic,,,Mojallali Group,Iranian WooCommerce catalogue,product_page_listed_not_current_stock_verified,https://drm-chem.com/en/product/menthol-en/,(-)-Menthol,cas_pubchem,verified_web_catalogue,2026-08-25,a38c52d50e6226d18168de4853fddab3c655f2f457a482913bb123f1ce2aaec8
cadmium(2+);bis(octadecanoate),Cadmium stearate,cadmium(2+);bis(octadecanoate); Cadmium stearate,,16681,GWOWVOYJLHSRJJ-UHFFFAOYSA-L,C36H70CdO4,679.4,CCCCCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCCCC(=O)[O-].[Cd+2],confirmed_organic,organic_reagent,,Fardad Shimi,Iranian online lab-chemical shop,product_page_listed_not_current_stock_verified,,استئارات روی MERCK | ...,router_title_normalization,verified_catalogue,2026-08-23,b42b27a741ff5bc139f8e5cd6103488706d0afecbe199fe405e7a90680dc962a
dithiolane-4-carboxylic acid,"1,2-Dithiolane-4-carboxylic acid",,2224-02-4,16682,AYGMEFRECNWRJC-UHFFFAOYSA-N,C4H6O2S2,150.2,C1C(CSS1)C(=O)O,confirmed_organic,organic_reagent,,telegram:ChemIranSanat,Iranian supplier Telegram catalogue,listing_evidence_crawled_2026-08-24,https://t.me/ChemIranSanat/989,,ai_normalised_listing+pubchem_confirmed,verified_telegram_listing,2017-11-08,4c3730debd628112947287b1dac45e34e425b0de91f1ac99a8fdf4697a8e310e
