"# export_metadata: {""exported_at"":""2026-08-23T12:30:45+00:00"",""skill"":""iran-chem-database@2.14.1"",""scope"":""Expanded BEST-EFFORT index of distinct confirmed-organic molecules appearing in public Iranian supplier/retailer catalogues and public supplier API/intermediate lists. Not a complete national market census and not a current-stock guarantee."",""rows"":480,""previous_verified_rows"":207,""new_source_records_before_dedup"":1616,""new_source_records_after_chemistry_filter"":948,""source_sets"":{""TamadKala"":""3484 product URLs from product sitemaps; title normalization via router; PubChem validation"",""Fardad Shimi"":""569 product pages from paginated shop listings; title normalization via router"",""DigiShimi"":""268 public WooCommerce products"",""Isatis Shimi"":""188 public WooCommerce products"",""BehChin Chemi Pharmed"":""public human/veterinary API, intermediate, excipient, cosmetic, food-additive lists"",""Pishgaman Shimi (IR Chem)"":""public pharmaceutical/cosmetic/raw-material category product pages"",""ShimiMan"":""public product sitemap titles"",""existing_skill_catalogue"":""207 rows from live-verified Iranian Telegram channels, retained and supplier-labeled"",""Rooz Darou"":""114 public Iranian pharmaceutical product pages; title-mapped and PubChem validated""},""router_assistance"":""router.py was used for Persian/English product-title normalization and category extraction; every admitted new record was independently structure/formula checked via PubChem."",""third_party_relay"":""r.jina.ai was used to retrieve public TamadKala/Fardad Shimi sitemaps or listing pages when direct requests timed out; original direct supplier URLs are retained, and no private data was sent."",""discovered_but_not_admitted"":""Arzan Azma and E-Az were identified as Iranian online lab shops but were not added without a reliable structured product export; their generic/category pages are not molecule-level evidence."",""supplier_column"":""supplier_name is the distinct supplier/retailer field; supplier_platform and supplier_country_evidence preserve context."",""limitations"":""Foreign brands listed by Iranian retailers are product metadata, not evidence that the supplier is foreign. Product page presence is not proof of stock. Mixtures, polymers, equipment, inorganic and unresolved records were excluded."",""filter_stats"":{""not_confirmed_organic"":668},""additional_expansion"":""Rooz Darou pharmaceutical catalogue added; duplicate actives merged and supplier provenance appended.""}"
molecule_name,common_name,cas_number,pubchem_cid,inchi_key,molecular_formula,molecular_weight,canonical_smiles,organic_status,category,research_grade_candidate,research_grade_signal,supplier_name,supplier_platform,supplier_country_evidence,catalogue_presence,availability_status,source_product_titles,source_urls,identity_methods,evidence_record_count
disodium;4-amino-3-[[4-[4-[(1-amino-4-sulfonatonaphthalen-2-yl)diazenyl]phenyl]phenyl]diazenyl]naphthalene-1-sulfonate,Congo red,573-58-0,11313,IQFVPQOLBLOTPF-UHFFFAOYSA-L,C32H22N6Na2O6S2,696.7,,confirmed_organic,colorant_or_indicator,not_stated,True,Fardad Shimi,Iranian online lab-chemical shop,site shows Iranian shop and nationwide delivery,public catalogue/product-page evidence; current stock not independently verified,product_page_listed_not_current_stock_verified,کنگو رد مرک MERCK,,router_title_normalization,1
disodium;4-hydroxy-3-[(4-sulfonatonaphthalen-1-yl)diazenyl]naphthalene-1-sulfonate,Carmoisine,3567-69-9,19118,YSVBPNGJESBVRM-UHFFFAOYSA-L,C20H12N2Na2O7S2,502.4,,confirmed_organic,colorant_or_indicator,not_stated,food grade,TamadKala,Iranian online research/chemical shop | Iranian online wholesale/lab shop,site shows Iranian online shop,public catalogue/product-page evidence; current stock not independently verified,product_page_listed_not_current_stock_verified,رنگ خوراکی کارموزین قرمز | رنگ خوراکی کارموزینقرمز,https://tamadkala.com/product/58009/%D8%B1%D9%86%DA%AF-%D8%AE%D9%88%D8%B1%D8%A7%DA%A9%DB%8C-%DA%A9%D8%A7%D8%B1%D9%85%D9%88%D8%B2%DB%8C%D9%86%D9%82%D8%B1%D9%85%D8%B2,explicit_category_supplement | router_title_normalization,2
disodium;6-hydroxy-5-[(4-sulfonatophenyl)diazenyl]naphthalene-2-sulfonate,Sunset Yellow FCF,2783-94-0,17730,OIQPTROHQCGFEF-UHFFFAOYSA-L,C16H10N2Na2O7S2,452.4,,confirmed_organic,colorant_or_indicator,not_stated,food grade,TamadKala,Iranian online research/chemical shop | Iranian online wholesale/lab shop,site shows Iranian online shop,public catalogue/product-page evidence; current stock not independently verified,product_page_listed_not_current_stock_verified,رنگ خوراکی سان ست یلونارنجی,https://tamadkala.com/product/57985/%D8%B1%D9%86%DA%AF-%D8%AE%D9%88%D8%B1%D8%A7%DA%A9%DB%8C-%D8%B3%D8%A7%D9%86-%D8%B3%D8%AA-%DB%8C%D9%84%D9%88%D9%86%D8%A7%D8%B1%D9%86%D8%AC%DB%8C,explicit_category_supplement | router_title_normalization,2
"disodium;7-hydroxy-8-phenyldiazenylnaphthalene-1,3-disulfonate",Orange G,1936-15-8,16015,HSXUHWZMNJHFRV-UHFFFAOYSA-L,C16H10N2Na2O7S2,452.4,,confirmed_organic,colorant_or_indicator,not_stated,Indicator Reagent,TamadKala,Iranian online wholesale/lab shop,site shows Iranian online shop,public catalogue/product-page evidence; current stock not independently verified,product_page_listed_not_current_stock_verified,اورنج جی دکتر مجللی indicator reagent,https://tamadkala.com/product/23458/%D8%A7%D9%88%D8%B1%D9%86%D8%AC-%D8%AC%DB%8C-%D8%AF%DA%A9%D8%AA%D8%B1-%D9%85%D8%AC%D9%84%D9%84%DB%8C-indicator-reagent,router_title_normalization,1
dodecane-1-thiol,dodecanethiol,,8195,WNAHIZMDSQCWRP-UHFFFAOYSA-N,C12H26S,202.40,,confirmed_organic,organic_reagent,not_stated,,TamadKala,Iranian online wholesale/lab shop,site shows Iranian online shop,public catalogue/product-page evidence; current stock not independently verified,product_page_listed_not_current_stock_verified,دودکانتیول | ...,,router_title_normalization,1
"ethane-1,2-diamine",Ethylenediamine,107-15-3,3301,PIICEJLVQHRZGT-UHFFFAOYSA-N,C2H8N2,60.10,,confirmed_organic,organic_reagent,not_stated,True,Fardad Shimi,Iranian online lab-chemical shop,site shows Iranian shop and nationwide delivery,public catalogue/product-page evidence; current stock not independently verified,product_page_listed_not_current_stock_verified,اتیلن دی آمین DAE JUNG کره,https://fardadshimi.com/product/6378849/,router_title_normalization,1
"ethane-1,2-diol",Ethylene glycol,107-21-1,174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,C2H6O2,62.07,,confirmed_organic,organic_reagent,yes,False | True | extra pure | industrial | industrial; unknown | usp,Chemical Iran | DigiShimi | Fardad Shimi | Isatis Shimi | TamadKala | Telegram: Boof_company | Telegram: Ch_Chemical_leaders | Telegram: IranChemicals | Telegram: Maran_Tejarat_Eshen,Iranian online chemical shops | Iranian online lab-chemical shop | Iranian online research/chemical shop | Iranian online wholesale/lab shop | Iranian supplier Telegram catalogue,site shows Iranian online shop | site shows Iranian online shops | site shows Iranian shop and nationwide delivery | skill live country-gate,public catalogue/product-page evidence; current stock not independently verified,listed_not_current_stock_verified | product_page_listed_not_current_stock_verified,Mono Ethylene Glycol (MEG) | Monoethylene Glycol (MEG) | ethylene glycol | مونو اتیلن گلایکول | مونو اتیلن گلایکول extra pure دکتر مجللی | ... | مونو اتیلن گلایکول usp دکتر مجللی | ... | مونو اتیلن گلایکول دکتر مجللی | مونو اتیلن گلایکول صنعتی | ... | مونو اتیلن گلیکول | مونو اتیلن گلیکولm e g پارس شیمی,https://digishimii.ir/Product/مونو-اتیلن-گلایکول/ | https://fardadshimi.com/product/6199348/ | https://isatisshimi.com/en/product/monoethylene-glycol-meg/ | https://t.me/Boof_company/38 | https://t.me/Ch_Chemical_leaders/10 | https://t.me/Ch_Chemical_leaders/477 | https://t.me/IranChemicals/31809 | https://t.me/Maran_Tejarat_Eshen/626 | https://t.me/Maran_Tejarat_Eshen/627 | https://tamadkala.com/product/47737/%D9%85%D9%88%D9%86%D9%88-%D8%A7%D8%AA%DB%8C%D9%84%D9%86-%DA%AF%D9%84%DB%8C%DA%A9%D9%88%D9%84m-e-g-%D9%BE%D8%A7%D8%B1%D8%B3-%D8%B4%DB%8C%D9%85%DB%8C | https://www.chemicaliran.com/,existing skill export | explicit_category_supplement | router_title_normalization,19
ethanol,Ethanol,64-17-5,702,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,C2H6O,46.07,,confirmed_organic,pharmaceutical_or_api,yes,True | extra pure | extrapure | industrial | industrial; research; unknown | technical,Fardad Shimi | Pishgaman Shimi (IR Chem) | TamadKala | Telegram: ChemIranSanat | Telegram: IranChemicals | Telegram: chemgroup | Telegram: minatajhiz,Iranian online lab-chemical shop | Iranian online raw-material shop | Iranian online research/chemical shop | Iranian online wholesale/lab shop | Iranian supplier Telegram catalogue,site shows Iranian contact and Tehran telephone | site shows Iranian online shop | site shows Iranian shop and nationwide delivery | skill live country-gate,public catalogue/product-page evidence; current stock not independently verified,listed_not_current_stock_verified | product_page_listed_not_current_stock_verified,ethanol | اتانول | اتانول 96 درصد extrapure دکتر مجللی کپی | ... | اتانول 96 درصد دکتر مجللیlaboratory | اتانول 96 درصد دکتر مجللیusp | اتانول بدون آب | اتانول تقطیر خراسان 1 لیتری | اتانول مطلق extra pure امرتات | ... | اتانول مطلق برند dyc چین | ... | اتانول مطلق مرک MERCK | اتانول نگین فام طب,https://fardadshimi.com/product/ethanol-merck/ | https://fardadshimi.com/product/neginfamteb-ethanol/ | https://irchem.ir/buy-ethanol/ | https://t.me/ChemIranSanat/78 | https://t.me/IranChemicals/27879 | https://t.me/IranChemicals/28655 | https://t.me/IranChemicals/29469 | https://t.me/chemgroup/1249 | https://t.me/chemgroup/1250 | https://t.me/chemgroup/1252 | https://t.me/chemgroup/2342 | https://t.me/chemgroup/3499 | https://t.me/chemgroup/4319 | https://t.me/minatajhiz/327 | https://t.me/minatajhiz/508 | https://tamadkala.com/product/52837/%D8%A7%D8%AA%D8%A7%D9%86%D9%88%D9%84-%D8%AA%D9%82%D8%B7%DB%8C%D8%B1-%D8%AE%D8%B1%D8%A7%D8%B3%D8%A7%D9%86-1-%D9%84%DB%8C%D8%AA%D8%B1%DB%8C | https://tamadkala.com/product/5656/%D8%A7%D8%AA%D8%A7%D9%86%D9%88%D9%84-%D8%A8%D8%AF%D9%88%D9%86-%D8%A2%D8%A8 | https://tamadkala.com/product/6690/%D8%A7%D8%AA%D8%A7%D9%86%D9%88%D9%84 | https://tamadkala.com/product/76015/%D8%A7%D8%AA%D8%A7%D9%86%D9%88%D9%84-96-%D8%AF%D8%B1%D8%B5%D8%AF-%D8%AF%DA%A9%D8%AA%D8%B1-%D9%85%D8%AC%D9%84%D9%84%DB%8Cusp | https://tamadkala.com/product/76018/%D8%A7%D8%AA%D8%A7%D9%86%D9%88%D9%84-96-%D8%AF%D8%B1%D8%B5%D8%AF-%D8%AF%DA%A9%D8%AA%D8%B1-%D9%85%D8%AC%D9%84%D9%84%DB%8Claboratory,existing skill export | explicit_category_supplement | router_title_normalization | supplier_product_page,30
ethenyl acetate,vinyl acetate,108-05-4,7904,XTXRWKRVRITETP-UHFFFAOYSA-N,C4H6O2,86.09,,confirmed_organic,organic_reagent,yes,for synthesis | industrial,TamadKala | Telegram: Maran_Tejarat_Eshen,Iranian online wholesale/lab shop | Iranian supplier Telegram catalogue,site shows Iranian online shop | skill live country-gate,public catalogue/product-page evidence; current stock not independently verified,listed_not_current_stock_verified | product_page_listed_not_current_stock_verified,ethenyl acetate | وینیل استات امرتات شیمی گرید for synthesis | ...,https://t.me/Maran_Tejarat_Eshen/640,existing skill export | router_title_normalization,2
ethoxyethane,Diethyl ether,60-29-7,3283,RTZKZFJDLAIYFH-UHFFFAOYSA-N,C4H10O,74.12,,confirmed_organic,organic_reagent,yes,96% | extra pure | research; unknown,TamadKala | Telegram: chemgroup | Telegram: minatajhiz,Iranian online wholesale/lab shop | Iranian supplier Telegram catalogue,site shows Iranian online shop | skill live country-gate,public catalogue/product-page evidence; current stock not independently verified,listed_not_current_stock_verified | product_page_listed_not_current_stock_verified,diethyl ether | دی اتیل اتر 96 پارس شیمی | دی اتیل اتر extra pure نوترون | ...,https://t.me/chemgroup/4031 | https://t.me/minatajhiz/1058 | https://t.me/minatajhiz/332 | https://tamadkala.com/product/32660/%D8%AF%DB%8C-%D8%A7%D8%AA%DB%8C%D9%84-%D8%A7%D8%AA%D8%B1-96-%D9%BE%D8%A7%D8%B1%D8%B3-%D8%B4%DB%8C%D9%85%DB%8C,existing skill export | router_title_normalization,7
ethyl 2-cyanoprop-2-enoate,Ethyl 2-cyanoacrylate,7085-85-0,81530,FGBJXOREULPLGL-UHFFFAOYSA-N,C6H7NO2,125.13,,confirmed_organic,organic_reagent,not_stated,,TamadKala,Iranian online wholesale/lab shop,site shows Iranian online shop,public catalogue/product-page evidence; current stock not independently verified,product_page_listed_not_current_stock_verified,اتیل 2 سیانواکریلات سیگما,https://tamadkala.com/product/101080/%D8%A7%D8%AA%DB%8C%D9%84-2-%D8%B3%DB%8C%D8%A7%D9%86%D9%88%D8%A7%DA%A9%D8%B1%DB%8C%D9%84%D8%A7%D8%AA-%D8%B3%DB%8C%DA%AF%D9%85%D8%A7,router_title_normalization,1
ethyl 2-hydroxypropanoate,Ethyl Lactate,97-64-3,7344,LZCLXQDLBQLTDK-UHFFFAOYSA-N,C5H10O3,118.13,,confirmed_organic,organic_reagent,not_stated,industrial,Telegram: Maran_Tejarat_Eshen,Iranian supplier Telegram catalogue,skill live country-gate,public catalogue/product-page evidence; current stock not independently verified,listed_not_current_stock_verified,ethyl 2-hydroxypropanoate,,existing skill export,1
ethyl 3-[acetyl(butyl)amino]propanoate,Ethyl butylacetylaminopropionate,52304-36-6,104150,VZRKEAFHFMSHCD-UHFFFAOYSA-N,C11H21NO3,215.29,,confirmed_organic,pharmaceutical_or_api,not_stated,,TamadKala,Iranian online wholesale/lab shop,site shows Iranian online shop,public catalogue/product-page evidence; current stock not independently verified,product_page_listed_not_current_stock_verified,اتیل بوتیل استیل آمینو پروپیونات ir3535 بر,https://tamadkala.com/product/163126/%D8%A7%D8%AA%DB%8C%D9%84-%D8%A8%D9%88%D8%AA%DB%8C%D9%84-%D8%A7%D8%B3%D8%AA%DB%8C%D9%84-%D8%A2%D9%85%DB%8C%D9%86%D9%88-%D9%BE%D8%B1%D9%88%D9%BE%DB%8C%D9%88%D9%86%D8%A7%D8%AA-ir3535-%D8%A8%D8%B1,router_title_normalization,1
ethyl 3-oxobutanoate,Ethyl Acetoacetate,,8868,XYIBRDXRRQCHLP-UHFFFAOYSA-N,C6H10O3,130.14,,confirmed_organic,organic_reagent,yes,research,Telegram: minatajhiz,Iranian supplier Telegram catalogue,skill live country-gate,public catalogue/product-page evidence; current stock not independently verified,listed_not_current_stock_verified,ethyl 3-oxobutanoate,https://t.me/minatajhiz/787,existing skill export,2
ethyl 4-hydroxybenzoate,Ethyl paraben,120-61-6,8434,NUVBSKCKDOMJSU-UHFFFAOYSA-N,C9H10O3,166.17,,confirmed_organic,organic_reagent,yes,usp,TamadKala,Iranian online wholesale/lab shop,site shows Iranian online shop,public catalogue/product-page evidence; current stock not independently verified,product_page_listed_not_current_stock_verified,اتیل پارابن سیگما usp کد 1267000 | ...,,router_title_normalization,1
ethyl 4-methyl-3-oxopentanoate,Ethyl isobutyrylacetate,,81583,XCLDSQRVMMXWMS-UHFFFAOYSA-N,C8H14O3,158.19,,confirmed_organic,organic_reagent,yes,research,Telegram: ChemIranSanat,Iranian supplier Telegram catalogue,skill live country-gate,public catalogue/product-page evidence; current stock not independently verified,listed_not_current_stock_verified,ethyl 4-methyl-3-oxopentanoate,https://t.me/ChemIranSanat/1729,existing skill export,2
ethyl formate,Ethyl formate,109-94-4,8025,WBJINCZRORDGAQ-UHFFFAOYSA-N,C3H6O2,74.08,,confirmed_organic,organic_reagent,yes,research,Telegram: ChemIranSanat,Iranian supplier Telegram catalogue,skill live country-gate,public catalogue/product-page evidence; current stock not independently verified,listed_not_current_stock_verified,ethyl formate,https://t.me/ChemIranSanat/1005,existing skill export,2
ethyl prop-2-enoate,Ethyl Acrylate,,8821,JIGUQPWFLRLWPJ-UHFFFAOYSA-N,C5H8O2,100.12,,confirmed_organic,organic_reagent,not_stated,industrial,Telegram: Boof_company,Iranian supplier Telegram catalogue,skill live country-gate,public catalogue/product-page evidence; current stock not independently verified,listed_not_current_stock_verified,ethyl prop-2-enoate,https://t.me/Boof_company/58,existing skill export,2
formaldehyde,Formalin,50-00-0,712,WSFSSNUMVMOOMR-UHFFFAOYSA-N,CH2O,30.026,,confirmed_organic,organic_reagent,yes,37% USP | extra pure | industrial; research,TamadKala | Telegram: Boof_company | Telegram: IranChemicals | Telegram: minatajhiz,Iranian online wholesale/lab shop | Iranian supplier Telegram catalogue,site shows Iranian online shop | skill live country-gate,public catalogue/product-page evidence; current stock not independently verified,listed_not_current_stock_verified | product_page_listed_not_current_stock_verified,formaldehyde | فرمالدئید 37 u s p پارس شیمی | فرمالدهید سیگما کد 252549 | فرمالین 10 extra pure دکترمجللی | فروش فرمالدهید,https://t.me/Boof_company/66 | https://t.me/IranChemicals/31738 | https://t.me/minatajhiz/1087 | https://tamadkala.com/product/151656/%D9%81%D8%B1%D9%85%D8%A7%D9%84%D8%AF%D9%87%DB%8C%D8%AF-%D8%B3%DB%8C%DA%AF%D9%85%D8%A7-%DA%A9%D8%AF-252549 | https://tamadkala.com/product/32724/%D9%81%D8%B1%D9%85%D8%A7%D9%84%D8%AF%D8%A6%DB%8C%D8%AF-37-u-s-p-%D9%BE%D8%A7%D8%B1%D8%B3-%D8%B4%DB%8C%D9%85%DB%8C | https://tamadkala.com/product/5619/%D9%81%D8%B1%D9%88%D8%B4-%D9%81%D8%B1%D9%85%D8%A7%D9%84%D8%AF%D9%87%DB%8C%D8%AF | https://tamadkala.com/product/75792/%D9%81%D8%B1%D9%85%D8%A7%D9%84%DB%8C%D9%86-10-extra-pure-%D8%AF%DA%A9%D8%AA%D8%B1%D9%85%D8%AC%D9%84%D9%84%DB%8C,existing skill export | router_title_normalization,8
formamide,Formamide,75-12-7,713,ZHNUHDYFZUAESO-UHFFFAOYSA-N,CH3NO,45.041,,confirmed_organic,organic_reagent,yes,research,Telegram: ChemIranSanat,Iranian supplier Telegram catalogue,skill live country-gate,public catalogue/product-page evidence; current stock not independently verified,listed_not_current_stock_verified,formamide,https://t.me/ChemIranSanat/1505 | https://t.me/ChemIranSanat/1976,existing skill export,3
formic acid,formic acid,64-18-6,284,BDAGIHXWWSANSR-UHFFFAOYSA-N,CH2O2,46.025,,confirmed_organic,organic_reagent,yes,False | True | laboratory,DigiShimi | Fardad Shimi | Isatis Shimi | TamadKala,Iranian online chemical shops | Iranian online lab-chemical shop | Iranian online wholesale/lab shop,site shows Iranian online shop | site shows Iranian online shops | site shows Iranian shop and nationwide delivery,public catalogue/product-page evidence; current stock not independently verified,product_page_listed_not_current_stock_verified,85% formic acid | Formic Acid 85% | اسید فرمیک | اسید فرمیک 85 درصد | اسید فرمیک laboratory دکتر مجللی | اسید فرمیک دکتر مجللی | اسید فرمیک صنعتی | ...,https://digishimii.ir/Product/%d8%a7%d8%b3%db%8c%d8%af-%d9%81%d8%b1%d9%85%db%8c%da%a9/ | https://fardadshimi.com/product/6199132/ | https://isatisshimi.com/en/product/85-formic-acid/ | https://isatisshimi.com/en/product/formic-acid-85/ | https://isatisshimi.com/product/%d8%a7%d8%b3%db%8c%d8%af-%d9%81%d8%b1%d9%85%db%8c%da%a9-85-%d8%af%d8%b1%d8%b5%d8%af/ | https://tamadkala.com/product/19447/%D8%A7%D8%B3%DB%8C%D8%AF-%D9%81%D8%B1%D9%85%DB%8C%DA%A9-laboratory-%D8%AF%DA%A9%D8%AA%D8%B1-%D9%85%D8%AC%D9%84%D9%84%DB%8C,router_title_normalization,7
"furan-2,5-dione",Maleic Anhydride,,7923,FPYJFEHAWHCUMM-UHFFFAOYSA-N,C4H2O3,98.06,,confirmed_organic,organic_reagent,yes,research,Telegram: minatajhiz,Iranian supplier Telegram catalogue,skill live country-gate,public catalogue/product-page evidence; current stock not independently verified,listed_not_current_stock_verified,"furan-2,5-dione",https://t.me/minatajhiz/1018,existing skill export,2
guanidine;thiocyanic acid,guanidine thiocyanate,,65046,ZJYYHGLJYGJLLN-UHFFFAOYSA-N,C2H6N4S,118.16,,confirmed_organic,organic_reagent,yes,research,TamadKala | Telegram: ChemIranSanat,Iranian online wholesale/lab shop | Iranian supplier Telegram catalogue,site shows Iranian online shop | skill live country-gate,public catalogue/product-page evidence; current stock not independently verified,listed_not_current_stock_verified | product_page_listed_not_current_stock_verified,guanidine;thiocyanic acid | گوانیدین تیوسیانات سیگما کد g9277 | ...,https://t.me/ChemIranSanat/2008,existing skill export | router_title_normalization,3
heptane,n-Heptane,142-82-5,8900,IMNFDUFMRHMDMM-UHFFFAOYSA-N,C7H16,100.20,,confirmed_organic,organic_reagent,yes,True | industrial | laboratory,Fardad Shimi | TamadKala | Telegram: jahaneshimicom,Iranian online lab-chemical shop | Iranian online wholesale/lab shop | Iranian supplier Telegram catalogue,site shows Iranian online shop | site shows Iranian shop and nationwide delivery | skill live country-gate,public catalogue/product-page evidence; current stock not independently verified,listed_not_current_stock_verified | product_page_listed_not_current_stock_verified,heptane | ان هپتان laboratory دکتر مجللی | ... | ان هپتان دکتر مجللی,https://fardadshimi.com/product/6199244/,existing skill export | router_title_normalization,3
hexadecan-1-ol,Cetyl alcohol,36653-82-4,2682,BXWNKGSJHAJOGX-UHFFFAOYSA-N,C16H34O,242.44,,confirmed_organic,organic_reagent,not_stated,False,Isatis Shimi,Iranian online chemical shops,site shows Iranian online shops,public catalogue/product-page evidence; current stock not independently verified,product_page_listed_not_current_stock_verified,Cetyl Alcohol | ستیل الکل,https://isatisshimi.com/en/product/cetyl-alcohol/ | https://isatisshimi.com/product/%d8%b3%d8%aa%db%8c%d9%84-%d8%a7%d9%84%da%a9%d9%84-2/,router_title_normalization,2
hexadecyl(trimethoxy)silane,Cetyl trimethoxysilane,,85406,RSKGMYDENCAJEN-UHFFFAOYSA-N,C19H42O3Si,346.6,,confirmed_organic,organic_reagent,yes,research,Telegram: minatajhiz,Iranian supplier Telegram catalogue,skill live country-gate,public catalogue/product-page evidence; current stock not independently verified,listed_not_current_stock_verified,hexadecyl(trimethoxy)silane,https://t.me/minatajhiz/646 | https://t.me/minatajhiz/704,existing skill export,3
hexane,Hexane,110-54-3,8058,VLKZOEOYAKHREP-UHFFFAOYSA-N,C6H14,86.18,,confirmed_organic,organic_reagent,yes,True | acs | extra pure | research,Fardad Shimi | TamadKala | Telegram: ChemIranSanat | Telegram: chemgroup | Telegram: minatajhiz,Iranian online lab-chemical shop | Iranian online wholesale/lab shop | Iranian supplier Telegram catalogue,site shows Iranian online shop | site shows Iranian shop and nationwide delivery | skill live country-gate,public catalogue/product-page evidence; current stock not independently verified,listed_not_current_stock_verified | product_page_listed_not_current_stock_verified,hexane | n هگزان امرتات شیمی گرید extra pure 55 | ان هگزان acs دکتر مجللی | ... | ان هگزان extra pure دکتر مجللی | ... | ان هگزان laboratory دکتر مجللی | ... | ان هگزان دکتر مجللی | فروش هگزان | ...,https://fardadshimi.com/product/6199234/ | https://t.me/ChemIranSanat/1600 | https://t.me/chemgroup/953 | https://t.me/minatajhiz/1051 | https://t.me/minatajhiz/287 | https://t.me/minatajhiz/664 | https://t.me/minatajhiz/763 | https://tamadkala.com/product/154629/n-%D9%87%DA%AF%D8%B2%D8%A7%D9%86-%D8%A7%D9%85%D8%B1%D8%AA%D8%A7%D8%AA-%D8%B4%DB%8C%D9%85%DB%8C-%DA%AF%D8%B1%DB%8C%D8%AF-extra-pure-55,existing skill export | router_title_normalization,16
hexanedihydrazide,Adipic Dihydrazide,,66117,IBVAQQYNSHJXBV-UHFFFAOYSA-N,C6H14N4O2,174.20,,confirmed_organic,organic_reagent,yes,research,Telegram: minatajhiz,Iranian supplier Telegram catalogue,skill live country-gate,public catalogue/product-page evidence; current stock not independently verified,listed_not_current_stock_verified,hexanedihydrazide,https://t.me/minatajhiz/1085,existing skill export,2
